,TRIP.CODE,HAUL.CODE,YEAR,Gear.Class,MESH.SIZE.RANGE,TargetAssemblage,metier5,metier6,CHECK
46247,NN623OT,1,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
46254,NN623OT,2,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
46616,NN523OT,2,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
46617,NN523OT,1,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
46925,NN423OT,1,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
46926,NN423OT,2,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
47077,NN323OT,1,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
47268,NN223OT,1,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
47270,NN223OT,2,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
47476,NN123OT,1,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
47480,NN123OT,2,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
47791,MY123OT,1,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
47793,MY123OT,2,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
48089,MT323NT,7,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
48155,MT323NT,1,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
48269,MT323NT,4,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
48304,MT323NT,2,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
48488,MT323NT,5,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
48551,MT323NT,6,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
48947,MT223NT,1,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
49037,MT223NT,4,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
49107,MT223NT,6,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
49265,MT223NT,7,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
49309,MT223NT,8,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
49367,MT223NT,3,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
49454,MT223NT,2,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
49997,MT123NT,2,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
50082,MT123NT,1,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
50174,LS323OT,1,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
50178,LS323OT,2,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
50504,LS123OT,2,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
50517,LS123OT,3,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
50531,LS123OT,1,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
50789,LN223OT,2,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
50875,LN223OT,3,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
51055,LN223OT,4,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
51247,LN223OT,1,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
51345,LN123OT,2,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
51352,LN123OT,3,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
51354,LN123OT,1,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
51360,LN123OT,5,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
51365,LN123OT,4,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
51442,LE423OT,1,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
51443,LE423OT,2,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
51687,LE323OT,1,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
51688,LE323OT,2,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
51968,LE223OT,2,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
51974,LE223OT,1,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
52367,LE123OT,2,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
52373,LE123OT,1,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
52697,FX123OT,8,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
52707,FX123OT,1,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
52740,FX123OT,2,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
52767,FX123OT,3,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
52794,FX123OT,4,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
52824,FX123OT,5,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
52860,FX123OT,6,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
52881,FX123OT,7,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
52921,EX223OT,3,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
52931,EX223OT,1,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
53030,EX223OT,2,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
53213,EX123OT,1,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
53216,EX123OT,2,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
53252,EX123OT,3,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
53464,BM523OT,1,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
53466,BM523OT,2,2023,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
53683,BM423OT,1,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
53689,BM423OT,2,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
53853,BM323OT,1,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
53854,BM323OT,2,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
53880,BM323OT,3,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
54174,BM223OT,1,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
54202,BM223OT,2,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
54481,BM123OT,1,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
54484,BM123OT,2,2023,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
54677,WB423GN,12,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
54694,WB423GN,7,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
54698,WB423GN,8,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
54719,WB423GN,9,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
54747,WB423GN,10,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
54782,WB423GN,11,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
54839,WB423GN,1,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
54852,WB423GN,2,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
54889,WB423GN,3,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
54923,WB423GN,4,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
54971,WB423GN,5,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
55010,WB423GN,6,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
55166,NY323GN,1,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
55170,EX123HL,1,2023,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
55196,NY223GN,2,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
55206,NY223GN,3,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
55228,NY223GN,4,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
55241,NY223GN,5,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
55275,NY223GN,6,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
55298,NY223GN,7,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
55322,NY223GN,1,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
55419,BM123SD,3,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
55420,EX123SD,3,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
55421,MY123SD,3,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
55428,EX123SD,4,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
55433,BM123SD,5,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
55437,BM123SD,4,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
55460,MY123SD,7,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
55472,MY123SD,8,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
55500,MY123SD,4,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
55502,MY123SD,5,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
55540,FH123SD,3,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
55557,BM123SD,2,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
55622,FH123SD,1,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
55643,BM123SD,6,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
55679,MY123SD,2,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
55701,MY123SD,9,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
55755,MY123SD,6,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
55760,FH123SD,2,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
55796,EX123SD,5,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
55866,EX123SD,1,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
55887,EX123SD,2,2023,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
56018,BH923NT,1,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
56060,BH923NT,2,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
56305,BH823NT,1,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
56333,NN423GN,1,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
56343,NN423GN,2,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
56347,NN423GN,6,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
56364,NN423GN,5,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
56371,NN423GN,3,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
56383,NN423GN,4,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
56529,PH123BT,46,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
56533,PH123BT,47,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
56539,SR423GN,7,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
56571,SR423GN,6,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
56609,PH123BT,45,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
56641,SR423GN,8,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
56719,SR423GN,2,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
56871,NN823BT,20,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
56903,SR423GN,3,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
56925,SR523GN,1,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
57019,NN823BT,19,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
57093,SR423GN,4,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
57097,NN823BT,18,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
57179,SR423GN,5,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
57221,SR423GN,1,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
57529,NN823BT,16,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
57831,PH123BT,24,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
58001,PH123BT,35,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
58167,PH123BT,42,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
58217,PH123BT,9,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
58445,SR523GN,2,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
58561,NN823BT,37,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
58623,NN823BT,14,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
58653,PH123BT,34,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
58755,SR323GN,5,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
58817,SR323GN,6,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
58861,SR323GN,7,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
58923,NN823BT,15,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
59227,PH123BT,23,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
59469,PH123BT,31,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
59673,PH123BT,32,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
59819,PH123BT,10,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
60071,SR523GN,3,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
60137,SR523GN,4,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
60173,SR523GN,5,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
60211,SR523GN,6,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
60293,SR523GN,7,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
60379,SR523GN,8,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
60551,NN823BT,33,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
60657,PH123BT,33,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
60795,PH123BT,44,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
60915,SR323GN,4,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
61132,BH723NT,2,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
61477,PH123BT,7,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
61487,BH723NT,1,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
61587,NN823BT,38,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
61865,LS123GN,1,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
62009,PH123BT,2,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
62113,NN823BT,23,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
62301,LS123GN,7,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
62347,LS123GN,8,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
62371,LS123GN,9,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
62405,LS123GN,10,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
62439,LS123GN,11,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
62463,NN823BT,7,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
62473,NN823BT,8,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
62841,PH123BT,43,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
62983,SR323GN,1,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
63027,SR323GN,3,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
63269,BH623NT,2,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
63295,NN823BT,32,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
63359,PH123BT,1,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
63600,BH623NT,1,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
63663,WH423GN,2,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
63969,BH523NT,1,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
64051,NN823BT,27,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
64251,LS123GN,2,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
64389,PH123BT,11,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
64473,NN823BT,24,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
64817,PH123BT,22,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
64927,WH323GN,12,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
65031,NN823BT,9,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
65313,NN823BT,31,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
65649,NN823BT,28,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
65787,WH323GN,18,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
65795,WH323GN,17,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
65801,WH323GN,14,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
65831,WH423GN,1,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
65849,LS123GN,5,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
65859,WH423GN,3,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
65873,WH423GN,4,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
65883,WH423GN,5,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
65889,WH423GN,6,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
65899,WH423GN,7,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
66011,PH123BT,8,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
66215,PH123BT,18,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
66277,WH323GN,2,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
66293,WH323GN,3,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
66329,WH323GN,13,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
66331,WH323GN,6,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
66351,WH323GN,10,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
66369,WH323GN,11,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
66409,WH323GN,7,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
66519,LS123GN,3,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
66541,LS123GN,4,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
66625,LS123GN,6,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
67003,PH123BT,19,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
67305,PH123BT,20,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
67461,BH423NT,1,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
67501,PH123BT,21,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
67671,WH323GN,8,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
67705,WH323GN,9,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
67727,WH323GN,1,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
67737,WH123GN,2,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
67743,WH123GN,1,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
68033,WH223GN,3,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
68103,WH423GN,8,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
68109,WH423GN,9,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
68115,WH423GN,10,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
68121,WH423GN,11,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
68131,WH423GN,12,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
68147,WH423GN,13,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
68161,WH423GN,14,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
68167,WH423GN,15,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
68171,WH423GN,16,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
68187,WH423GN,17,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
68211,WH423GN,18,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
68227,WH423GN,19,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
68247,WH423GN,20,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
68477,WH123GN,3,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
68485,WH123GN,4,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
68489,WH223GN,6,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
68513,WH223GN,10,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
68539,WH223GN,8,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
68563,WH223GN,4,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
68609,BH423NT,2,2023,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
68771,WH223GN,12,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
68945,WH223GN,1,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
69003,WH323GN,5,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
69053,WH323GN,4,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
69081,WH323GN,15,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
69101,WH323GN,16,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
69209,WH223GN,2,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
69265,WH223GN,7,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
69275,WH223GN,5,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
69321,WH223GN,13,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
69427,WH223GN,15,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
69537,WH223GN,17,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
69599,WH223GN,14,2023,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
69667,WH223GN,16,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
69743,WH223GN,9,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
69807,WH223GN,11,2023,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
69939,BM623BT,29,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
69941,NN223BT,12,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
69948,BM623BT,30,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
69967,BM623BT,41,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
69980,NN223BT,19,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
69993,NN223BT,9,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
70000,NN223BT,18,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
70006,BM623BT,40,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
70047,BM623BT,34,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
70134,NN223BT,10,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
70282,NN223BT,30,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
70332,BM423BT,1,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
70443,BM623BT,25,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
70509,NN223BT,2,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
70728,NN223BT,41,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
70875,NN223BT,7,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
70990,NN223BT,38,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
71001,BM623BT,36,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
71233,BM423BT,4,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
71261,BM423BT,8,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
71379,BM623BT,45,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
71516,BM623BT,46,2023,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
